0,4
1,7
2,6
3,7
4,7
5,7
6,8
7,7
8,7
9,7
10,7
11,6
12,6
13,4
14,5
15,5
16,6
17,6
18,5
19,6
20,7
21,7
22,5
23,7
24,7
25,7
26,7
27,7
28,6
29,3
30,4
31,4
32,4
33,3
34,4
35,3
36,3
37,4
38,4
39,4
40,4
41,4
42,4
43,4
44,3
45,3
46,3
47,4
48,5
49,4
50,4
51,5
52,4
53,3
54,2
55,2
56,1
57,1
58,1
59,1
60,1
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,1
69,1
70,1
71,1
72,1
73,1
74,1
75,1
76,1
77,1
78,1
79,1
80,1
81,1
82,1
83,1
84,1
85,1
86,1
87,1
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,1
97,1
98,1
99,1
100,1
