0,5
1,10
2,13
3,13
4,11
5,9
6,8
7,8
8,7
9,6
10,6
11,5
12,5
13,5
14,4
15,4
16,3
17,5
18,5
19,5
20,3
21,5
22,5
23,4
24,5
25,4
26,4
27,4
28,4
29,4
30,4
31,4
32,5
33,4
34,3
35,4
36,4
37,4
38,4
39,4
40,4
41,5
42,5
43,3
44,3
45,4
46,4
47,4
48,4
49,4
50,4
51,4
52,4
53,4
54,5
55,3
56,3
57,3
58,3
59,3
60,2
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,1
69,1
70,1
71,1
72,1
73,1
74,1
75,1
76,1
77,1
78,1
79,1
80,1
81,1
82,1
83,1
84,1
85,1
86,1
87,1
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,1
97,1
98,1
99,1
100,1
