0,100
1,222
2,250
3,236
4,221
5,216
6,203
7,194
8,186
9,174
10,153
11,143
12,133
13,124
14,116
15,113
16,107
17,104
18,100
19,93
20,84
21,83
22,76
23,73
24,66
25,59
26,56
27,50
28,53
29,49
30,47
31,45
32,44
33,43
34,40
35,41
36,39
37,38
38,38
39,38
40,37
41,37
42,35
43,34
44,32
45,29
46,28
47,28
48,27
49,26
50,26
51,25
52,25
53,25
54,25
55,25
56,25
57,25
58,25
59,25
60,23
61,23
62,23
63,22
64,22
65,21
66,21
67,20
68,18
69,18
70,17
71,17
72,17
73,17
74,17
75,17
76,16
77,16
78,16
79,16
80,16
81,16
82,16
83,16
84,16
85,16
86,16
87,16
88,16
89,15
90,14
91,14
92,14
93,14
94,14
95,13
96,13
97,13
98,12
99,12
100,12
