0,4
1,4
2,4
3,5
4,5
5,4
6,5
7,5
8,6
9,4
10,4
11,5
12,4
13,5
14,5
15,7
16,5
17,6
18,7
19,7
20,7
21,6
22,5
23,4
24,6
25,5
26,5
27,6
28,4
29,4
30,4
31,2
32,2
33,2
34,2
35,2
36,2
37,2
38,1
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
