0,100
1,227
2,234
3,221
4,208
5,191
6,181
7,168
8,152
9,152
10,149
11,139
12,127
13,115
14,107
15,102
16,92
17,91
18,85
19,81
20,79
21,79
22,73
23,70
24,65
25,62
26,59
27,55
28,55
29,51
30,47
31,47
32,46
33,46
34,43
35,39
36,41
37,38
38,35
39,31
40,30
41,29
42,29
43,26
44,26
45,25
46,25
47,25
48,22
49,20
50,19
51,19
52,18
53,18
54,18
55,18
56,18
57,17
58,17
59,17
60,17
61,16
62,16
63,16
64,16
65,16
66,16
67,16
68,15
69,14
70,14
71,13
72,13
73,12
74,11
75,10
76,9
77,9
78,9
79,9
80,9
81,9
82,9
83,9
84,8
85,7
86,7
87,7
88,7
89,7
90,7
91,7
92,7
93,7
94,7
95,6
96,6
97,6
98,6
99,6
100,6
