0,10
1,21
2,24
3,20
4,20
5,18
6,16
7,15
8,14
9,13
10,13
11,11
12,9
13,10
14,8
15,9
16,9
17,7
18,6
19,6
20,6
21,7
22,7
23,7
24,5
25,4
26,6
27,6
28,5
29,5
30,5
31,5
32,4
33,4
34,3
35,2
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
