0.013
0.005
0.013
0.006
0.006
0.006
0.008
0.007
0.009
0.012
0.009
0.007
0.009
0.008
0.007
0.005
0.006
0.01
0.009
0.011
0.01
0.009
0.01
0.01
0.011
0.003
0.004
0.012
0.012
0.009
0.009
0.007
0.009
0.007
0.008
0.007
0.008
0.012
0.004
0.011
0.016
0.007
0.004
0.008
0.005
0.012
0.008
0.012
0.003
0.007
0.01
0.013
0.01
0.005
0.008
0.012
0.009
0.009
0.011
0.006
0.01
0.004
0.012
0.009
0.013
0.01
0.007
0.009
0.01
0.01
0.008
0.007
0.005
0.011
0.01
0.006
0.012
0.006
0.014
0.011
0.006
0.007
0.015
0.007
0.01
0.009
0.006
0.009
0.016
0.01
0.016
0.009
0.005
0.011
0.012
0.005
0.007
0.008
0.009
0.004
